,customer,project,total_hours,discount%,weekday,hour,num_projects,Frontend%,Backend%,UI/UX%,DevOps%,Maintenance%,Testing%,Consulting%,Security%,class,labels
26937,26937,26937,51.0,24.88,2,14,2,18.8,25.3,15.5,4.5,8.6,3.2,12.8,11.4,frontend_specialists,0
26938,26938,26938,47.0,20.5,2,12,2,14.5,17.7,10.9,21.5,16.8,12.9,5.7,0.0,devops_specialists,8
26939,26939,26939,55.0,15.25,7,13,6,23.9,19.9,19.1,4.2,4.1,3.4,11.5,13.9,frontend_specialists,0
26940,26940,26940,52.0,22.75,1,21,6,17.5,23.8,8.7,16.9,10.4,8.0,7.2,7.5,devops_specialists,8
26941,26941,26941,38.0,15.77,2,16,5,34.1,18.7,3.6,17.4,1.7,6.8,13.9,3.8,backend_infrastructure,9
26942,26942,26942,65.0,11.1,7,20,1,9.9,22.4,2.3,8.8,9.2,17.6,21.3,8.7,technical_diversified,5
26943,26943,26943,48.0,15.97,3,10,5,11.6,23.9,9.9,6.9,8.2,4.2,19.3,16.1,maintenance_specialists,4
26944,26944,26944,39.0,12.45,3,17,6,25.5,29.6,0.8,0.1,5.8,8.5,15.7,14.0,backend_infrastructure,9
26945,26945,26945,82.0,14.31,4,18,5,28.6,29.0,11.2,17.1,0.4,0.0,0.0,13.8,backend_infrastructure,9
26946,26946,26946,43.0,8.23,1,19,1,7.5,23.6,6.7,15.4,16.7,16.5,9.8,3.7,backend_focused,1
26947,26947,26947,49.0,22.99,2,14,7,19.8,22.8,10.8,11.3,11.1,12.7,10.0,1.4,maintenance_specialists,4
26948,26948,26948,48.0,16.71,2,15,2,11.4,13.8,20.2,12.9,13.2,5.2,11.4,11.9,frontend_specialists,0
26949,26949,26949,43.0,20.68,7,21,3,22.3,23.5,6.1,15.0,5.3,4.0,17.2,6.6,technical_diversified,5
26950,26950,26950,52.0,18.86,5,18,3,14.7,24.4,9.8,11.7,3.6,18.1,12.4,5.3,backend_focused,1
26951,26951,26951,32.0,7.78,4,10,6,36.6,12.8,8.9,0.4,22.6,7.8,4.1,6.8,full_service_partners,3
26952,26952,26952,54.0,25.59,7,18,6,19.4,16.3,8.5,3.0,23.9,0.0,18.4,10.6,maintenance_specialists,4
26953,26953,26953,19.0,13.2,6,12,5,23.5,27.8,0.0,2.2,20.0,13.0,5.4,8.1,innovation_focused,6
26954,26954,26954,26.0,12.11,1,16,5,19.3,10.2,10.2,11.6,2.4,11.0,23.5,11.7,technical_diversified,5
26955,26955,26955,72.0,16.72,3,18,4,21.6,19.4,21.7,11.7,4.7,4.3,8.1,8.5,frontend_specialists,0
26956,26956,26956,26.0,16.87,2,10,1,16.5,17.7,16.6,3.9,9.8,9.8,13.1,12.6,innovation_focused,6
26958,26958,26958,27.0,19.77,6,10,4,19.5,19.2,18.2,18.0,7.0,10.0,3.7,4.4,innovation_focused,6
26959,26959,26959,71.0,11.12,5,10,5,34.5,10.0,11.2,8.2,1.1,16.4,4.5,14.1,security_focused,7
26960,26960,26960,18.0,30.18,5,17,2,24.2,25.5,9.3,9.5,0.8,14.2,12.1,4.3,innovation_focused,6
26961,26961,26961,31.0,1.96,2,21,4,9.8,20.5,14.5,14.0,13.8,8.3,4.3,14.8,innovation_focused,6
26962,26962,26962,23.0,11.14,2,20,7,22.6,25.1,7.9,10.3,18.9,3.0,6.2,6.0,innovation_focused,6
26963,26963,26963,41.0,10.55,5,12,7,17.1,19.5,19.4,14.7,7.0,5.1,9.4,7.8,frontend_specialists,0
26964,26964,26964,38.0,14.97,3,10,2,23.1,13.2,0.0,17.1,6.5,16.0,7.7,16.3,devops_specialists,8
26965,26965,26965,38.0,17.77,7,21,4,15.2,20.7,4.0,7.8,15.2,7.9,21.9,7.2,maintenance_specialists,4
26966,26966,26966,73.0,18.49,7,17,4,22.2,23.7,11.6,12.3,6.8,9.9,8.9,4.6,frontend_specialists,0
26967,26967,26967,27.0,18.34,2,19,7,26.7,17.7,1.1,8.7,7.1,22.1,8.3,8.3,security_focused,7
26968,26968,26968,43.0,20.04,4,19,6,21.8,27.5,2.9,8.7,0.0,13.8,7.4,17.9,backend_infrastructure,9
26969,26969,26969,50.0,14.52,2,17,3,25.4,25.5,12.8,0.0,0.0,17.8,10.6,7.9,security_focused,7
26970,26970,26970,30.0,25.32,4,13,6,24.8,26.7,0.0,13.3,4.7,13.6,0.0,16.8,backend_infrastructure,9
26971,26971,26971,52.0,2.1,5,19,6,15.0,24.1,0.0,12.7,21.0,8.9,14.6,3.7,full_service_partners,3
26972,26972,26972,39.0,0.0,6,12,5,12.4,17.4,0.6,8.0,21.7,9.3,8.4,22.2,full_stack_enterprise,2
26973,26973,26973,51.0,20.93,7,14,1,20.5,19.7,10.4,16.3,3.3,9.4,12.3,8.2,technical_diversified,5
26974,26974,26974,43.0,12.35,6,11,3,20.6,6.4,4.4,15.4,14.3,16.1,11.2,11.6,security_focused,7
26976,26976,26976,65.0,23.34,1,10,3,16.2,17.4,7.7,8.8,12.4,17.2,15.1,5.2,security_focused,7
26977,26977,26977,76.0,19.71,1,21,2,18.2,19.0,16.8,7.8,6.3,7.9,6.6,17.4,full_stack_enterprise,2
26978,26978,26978,42.0,11.11,1,15,1,22.4,26.9,2.5,10.3,3.6,19.6,0.0,14.6,backend_focused,1
26979,26979,26979,32.0,20.41,5,8,2,17.8,12.1,11.8,19.1,0.0,22.2,3.1,13.9,security_focused,7
26980,26980,26980,68.0,11.83,5,9,2,19.9,22.6,6.9,11.6,3.2,12.2,12.7,10.9,technical_diversified,5
26981,26981,26981,73.0,15.48,2,16,7,20.9,24.4,9.5,17.7,8.6,9.1,0.5,9.4,devops_specialists,8
26982,26982,26982,42.0,12.39,3,13,2,13.9,28.0,0.0,7.1,18.4,16.4,5.2,10.9,full_service_partners,3
26983,26983,26983,42.0,17.07,7,14,4,29.1,22.5,0.0,10.9,23.7,8.1,5.7,0.0,full_service_partners,3
26984,26984,26984,44.0,12.99,3,9,3,20.4,22.5,6.7,9.4,11.4,10.9,10.0,8.6,full_service_partners,3
26985,26985,26985,20.0,23.01,2,17,3,12.2,23.7,10.7,10.9,1.9,15.2,12.8,12.6,innovation_focused,6
26986,26986,26986,41.0,18.62,3,9,4,28.9,22.2,0.0,14.3,13.8,2.2,0.3,18.2,full_stack_enterprise,2
26987,26987,26987,71.0,10.93,3,13,2,19.8,19.2,4.2,6.1,22.6,7.1,8.9,12.0,full_service_partners,3
26988,26988,26988,42.0,11.42,2,20,4,22.7,22.3,2.6,3.4,15.3,17.3,12.6,3.8,security_focused,7
26989,26989,26989,29.0,4.84,7,15,3,20.7,17.8,12.7,8.3,12.1,1.9,6.7,19.9,full_stack_enterprise,2
26990,26990,26990,52.0,0.0,6,12,5,15.0,19.9,29.1,18.8,9.2,6.1,0.0,2.0,frontend_specialists,0
26991,26991,26991,35.0,22.46,7,9,6,27.7,18.4,9.1,24.2,12.8,1.1,6.7,0.0,devops_specialists,8
26992,26992,26992,44.0,12.15,5,18,1,22.4,21.1,7.4,6.8,12.3,8.0,4.8,17.2,full_stack_enterprise,2
26993,26993,26993,26.0,5.26,1,19,6,20.2,26.6,6.3,9.6,10.3,14.6,11.9,0.6,innovation_focused,6
26994,26994,26994,29.0,18.56,6,15,5,14.2,21.7,17.3,0.0,5.2,0.0,29.3,12.3,maintenance_specialists,4
26995,26995,26995,56.0,9.23,6,13,2,9.9,14.9,15.0,7.1,14.1,6.8,12.0,20.1,full_stack_enterprise,2
26996,26996,26996,47.0,14.45,2,18,7,22.7,19.0,13.9,19.2,0.0,17.8,7.5,0.0,devops_specialists,8
26997,26997,26997,33.0,4.66,2,20,5,12.8,19.9,8.2,15.5,22.6,7.6,6.9,6.5,full_service_partners,3
26998,26998,26998,47.0,20.19,1,13,4,24.4,14.2,0.0,13.0,3.8,10.8,15.5,18.3,full_stack_enterprise,2
26999,26999,26999,36.0,15.7,1,21,6,19.4,21.8,19.6,4.3,0.8,13.0,17.1,4.1,frontend_specialists,0
27000,27000,27000,33.0,19.0,4,17,4,18.2,17.5,12.5,3.8,10.7,12.7,20.5,4.2,technical_diversified,5
27001,27001,27001,62.0,11.58,4,20,1,31.3,16.8,12.2,11.2,2.8,9.2,6.2,10.2,backend_infrastructure,9
27002,27002,27002,57.0,16.98,4,11,2,26.7,7.6,14.9,19.6,0.0,7.3,14.8,9.0,devops_specialists,8
27003,27003,27003,45.0,3.36,5,8,3,11.8,27.0,18.4,8.5,0.8,19.9,6.3,7.3,backend_focused,1
27004,27004,27004,47.0,33.2,2,16,1,15.7,18.3,5.9,10.8,7.0,15.0,13.0,14.2,technical_diversified,5
27005,27005,27005,45.0,18.32,4,10,7,13.3,31.9,13.3,12.1,1.4,8.2,6.4,13.3,backend_focused,1
27006,27006,27006,52.0,28.66,5,15,7,14.6,17.0,16.1,3.5,12.9,18.5,8.4,8.9,security_focused,7
27007,27007,27007,33.0,12.87,1,21,2,23.0,23.4,6.4,3.6,17.8,3.3,10.4,12.0,full_service_partners,3
27008,27008,27008,58.0,6.6,4,14,6,12.1,16.7,9.6,11.7,8.0,13.1,10.8,18.1,full_stack_enterprise,2
27009,27009,27009,50.0,11.07,2,9,3,19.7,13.4,5.5,10.0,6.9,0.0,28.7,15.9,technical_diversified,5
27010,27010,27010,41.0,14.65,6,14,6,24.6,26.4,8.2,6.7,11.0,15.7,5.0,2.5,backend_infrastructure,9
27011,27011,27011,38.0,14.07,3,14,7,24.4,21.3,13.2,0.0,4.6,21.7,4.2,10.6,security_focused,7
27012,27012,27012,58.0,29.89,5,12,1,28.0,31.1,7.6,0.3,0.0,9.5,13.4,10.1,backend_infrastructure,9
27013,27013,27013,43.0,8.15,6,18,4,10.0,5.0,3.1,16.5,18.8,13.7,15.2,17.7,full_service_partners,3
27014,27014,27014,35.0,10.16,5,10,5,20.8,17.7,8.9,17.1,5.1,6.1,11.6,12.5,devops_specialists,8
27015,27015,27015,39.0,20.7,1,10,6,15.3,17.6,16.7,0.0,15.2,6.0,15.7,13.6,maintenance_specialists,4
27016,27016,27016,57.0,2.31,1,11,5,9.0,19.8,9.9,18.4,0.8,14.9,14.3,12.9,backend_focused,1
27017,27017,27017,21.0,14.68,1,15,7,17.9,19.7,19.1,12.0,0.0,7.0,20.0,4.3,innovation_focused,6
27018,27018,27018,40.0,16.13,6,15,6,16.0,33.5,0.0,6.5,13.7,17.1,5.0,8.4,backend_focused,1
27019,27019,27019,61.0,18.47,4,14,1,21.4,7.3,9.6,9.9,14.2,13.4,7.2,17.0,full_stack_enterprise,2
27020,27020,27020,42.0,17.79,7,13,2,17.3,11.9,5.8,0.8,9.5,14.5,15.3,24.9,full_stack_enterprise,2
27021,27021,27021,49.0,30.9,1,10,2,21.1,16.0,4.3,10.3,12.7,8.7,12.3,14.7,technical_diversified,5
27022,27022,27022,61.0,7.92,3,17,3,11.6,14.1,1.2,16.2,16.5,15.8,16.6,8.0,technical_diversified,5
27023,27023,27023,58.0,9.85,5,19,7,24.1,17.3,12.8,0.0,11.3,19.1,12.6,2.9,security_focused,7
27024,27024,27024,38.0,19.88,7,16,6,12.9,12.4,3.8,21.4,15.2,16.9,9.2,8.2,devops_specialists,8
27025,27025,27025,43.0,16.81,6,16,7,20.8,14.3,13.3,21.6,2.8,15.0,0.0,12.2,devops_specialists,8
27026,27026,27026,59.0,17.81,5,8,7,20.6,7.9,13.8,3.0,24.5,14.0,5.2,11.0,full_service_partners,3
27027,27027,27027,59.0,3.76,1,13,6,17.6,19.0,9.2,10.4,19.4,8.3,7.4,8.7,full_service_partners,3
27028,27028,27028,44.0,32.45,7,14,7,22.6,18.2,10.0,1.9,10.5,13.4,8.1,15.3,security_focused,7
27029,27029,27029,44.0,18.61,2,17,1,11.5,15.4,14.8,5.7,10.3,15.7,13.1,13.5,technical_diversified,5
27030,27030,27030,49.0,2.34,5,21,1,23.0,19.8,20.6,2.7,4.8,14.8,2.9,11.4,frontend_specialists,0
27031,27031,27031,66.0,19.89,7,9,2,10.2,20.8,18.9,19.3,5.2,0.0,9.9,15.6,devops_specialists,8
27032,27032,27032,61.0,6.17,4,19,5,30.6,8.4,3.7,14.4,0.3,12.6,9.5,20.5,full_stack_enterprise,2
27033,27033,27033,55.0,22.43,2,16,1,20.9,22.1,12.5,12.0,5.1,3.9,15.6,7.8,technical_diversified,5
27034,27034,27034,29.0,4.48,2,15,1,20.2,19.2,9.2,16.9,1.8,13.6,14.9,4.2,technical_diversified,5
27035,27035,27035,41.0,23.05,3,11,4,14.9,23.8,13.0,6.2,11.3,9.0,7.4,14.4,full_stack_enterprise,2
27036,27036,27036,42.0,5.23,6,16,3,20.2,23.3,9.5,5.5,0.0,24.0,5.4,12.1,backend_focused,1
27037,27037,27037,66.0,7.21,1,16,7,10.4,16.4,20.0,11.5,3.2,21.5,8.1,8.8,backend_focused,1
27038,27038,27038,41.0,16.1,4,21,3,11.4,15.8,9.7,12.5,0.0,16.9,21.4,12.4,technical_diversified,5
27039,27039,27039,64.0,10.11,2,8,4,13.3,21.6,18.9,0.0,18.1,12.1,4.9,11.0,frontend_specialists,0
27040,27040,27040,36.0,10.56,2,21,6,10.2,23.5,6.3,9.7,15.0,12.3,7.5,15.4,backend_focused,1
27041,27041,27041,38.0,2.76,1,8,2,25.6,29.3,0.0,0.0,11.5,15.1,9.2,9.2,backend_infrastructure,9
27042,27042,27042,52.0,12.36,4,11,2,23.3,25.7,4.4,5.5,15.3,8.0,3.4,14.4,full_service_partners,3
27043,27043,27043,69.0,22.07,1,21,3,21.6,4.9,15.6,14.7,6.7,12.6,7.1,16.8,full_stack_enterprise,2
27044,27044,27044,42.0,30.03,6,14,1,4.7,18.8,24.2,15.7,14.7,8.4,7.2,6.3,frontend_specialists,0
27046,27046,27046,22.0,20.48,4,16,7,23.9,23.7,0.7,14.6,9.3,8.7,12.7,6.4,innovation_focused,6
27047,27047,27047,49.0,1.49,1,18,2,25.0,16.9,18.0,0.4,6.5,21.2,9.4,2.6,security_focused,7
27048,27048,27048,23.0,14.77,1,12,2,15.7,23.5,0.0,9.8,10.1,9.9,25.8,5.3,technical_diversified,5
27049,27049,27049,32.0,9.79,7,9,6,17.8,13.5,21.3,13.6,5.3,7.1,12.1,9.3,frontend_specialists,0
27050,27050,27050,45.0,2.91,1,14,4,28.9,28.6,6.4,1.3,4.4,16.2,4.0,10.1,backend_infrastructure,9
27052,27052,27052,39.0,20.34,1,11,3,20.0,14.5,6.0,17.7,2.6,19.1,16.6,3.4,security_focused,7
27053,27053,27053,28.0,10.54,6,12,4,18.3,26.2,5.4,12.1,15.9,13.9,2.4,5.9,innovation_focused,6
27054,27054,27054,23.0,3.2,6,15,3,11.9,24.8,7.2,12.1,6.0,5.5,18.5,13.8,innovation_focused,6
27055,27055,27055,33.0,9.91,7,11,5,14.6,18.7,14.6,15.6,10.8,14.2,2.7,8.8,backend_focused,1
27056,27056,27056,29.0,17.32,6,9,5,25.8,24.1,16.0,13.4,6.5,0.4,11.1,2.6,frontend_specialists,0
27057,27057,27057,52.0,9.61,7,16,4,14.2,22.1,9.5,5.6,12.9,9.0,11.9,14.8,full_stack_enterprise,2
27058,27058,27058,63.0,5.32,2,21,1,4.0,23.0,13.9,10.2,18.6,13.3,13.3,3.7,backend_focused,1
27059,27059,27059,40.0,7.64,3,21,7,7.9,21.4,18.4,3.5,7.3,16.6,13.5,11.5,maintenance_specialists,4
27060,27060,27060,36.0,22.08,7,13,2,13.5,27.0,0.0,25.4,16.0,6.5,5.4,6.1,devops_specialists,8
27061,27061,27061,39.0,0.0,6,8,6,0.7,25.4,14.6,0.0,23.6,12.9,12.2,10.6,maintenance_specialists,4
27062,27062,27062,28.0,12.86,1,11,6,32.6,16.2,4.8,5.7,0.4,10.4,29.9,0.0,technical_diversified,5
27063,27063,27063,26.0,14.08,4,9,6,28.5,13.7,7.4,13.2,13.8,3.8,3.5,16.2,innovation_focused,6
27064,27064,27064,20.0,8.95,5,17,2,22.6,25.0,1.6,23.8,0.3,5.0,18.8,2.9,innovation_focused,6
27065,27065,27065,25.0,7.33,3,14,5,26.3,20.9,7.0,7.9,4.7,16.6,16.7,0.0,innovation_focused,6
27066,27066,27066,69.0,22.87,7,21,1,23.6,20.6,9.3,0.0,12.6,7.6,15.5,10.7,technical_diversified,5
27067,27067,27067,35.0,22.84,6,17,1,14.0,22.4,14.7,0.0,6.4,1.7,22.0,18.7,technical_diversified,5
27069,27069,27069,36.0,10.65,6,21,2,20.3,14.5,9.6,0.0,8.9,10.8,17.6,18.2,technical_diversified,5
27070,27070,27070,21.0,15.9,6,8,3,30.9,25.5,11.7,0.0,13.4,12.1,5.4,1.0,innovation_focused,6
27071,27071,27071,46.0,18.24,3,19,5,14.1,24.2,12.6,3.4,14.5,13.7,12.4,5.0,maintenance_specialists,4
27072,27072,27072,44.0,14.11,4,21,1,19.1,22.6,9.4,9.5,11.4,6.3,10.4,11.4,technical_diversified,5
27073,27073,27073,46.0,18.45,6,19,4,14.3,19.8,7.5,11.2,19.3,17.3,0.6,10.1,full_service_partners,3
27074,27074,27074,44.0,12.17,2,16,5,9.9,21.6,6.7,17.6,13.1,3.4,12.0,15.7,devops_specialists,8
27075,27075,27075,39.0,0.0,4,15,2,13.1,26.6,10.5,6.8,9.6,12.1,7.0,14.3,backend_focused,1
27076,27076,27076,23.0,13.45,2,11,5,8.2,16.9,24.7,8.9,0.0,12.3,19.2,9.7,innovation_focused,6
27077,27077,27077,44.0,20.48,7,19,4,20.8,26.2,0.7,7.0,4.5,16.6,16.7,7.6,technical_diversified,5
27078,27078,27078,60.0,15.25,7,19,2,27.0,23.5,12.4,5.8,8.1,10.0,8.7,4.4,backend_infrastructure,9
27079,27079,27079,72.0,17.75,4,19,6,25.2,22.8,7.7,8.7,7.5,2.0,15.7,10.3,maintenance_specialists,4
27080,27080,27080,41.0,12.83,6,13,3,29.2,22.5,10.0,9.7,12.7,0.0,15.8,0.0,backend_infrastructure,9
27081,27081,27081,43.0,13.46,3,15,1,15.0,26.5,0.0,6.5,17.6,11.7,8.4,14.2,full_service_partners,3
27082,27082,27082,53.0,16.37,5,11,1,21.8,20.0,13.1,0.0,18.0,13.7,4.5,8.9,full_service_partners,3
27083,27083,27083,67.0,30.55,3,9,1,23.0,13.0,20.1,0.4,4.7,17.2,9.3,12.1,security_focused,7
27084,27084,27084,38.0,21.74,6,10,7,16.7,14.4,14.9,17.9,11.1,7.6,17.5,0.0,maintenance_specialists,4
27085,27085,27085,55.0,20.68,2,20,7,13.3,13.9,4.3,17.0,4.4,6.3,20.5,20.3,maintenance_specialists,4
27086,27086,27086,33.0,16.64,4,13,6,9.1,24.6,4.2,9.5,9.6,14.7,16.9,11.3,maintenance_specialists,4
27087,27087,27087,50.0,4.35,7,13,7,11.4,20.6,12.7,11.0,11.3,12.8,17.5,2.6,maintenance_specialists,4
27088,27088,27088,60.0,24.81,6,9,7,17.1,19.6,7.9,5.8,7.5,8.7,18.0,15.3,maintenance_specialists,4
27089,27089,27089,26.0,22.26,4,9,5,28.0,25.0,2.0,8.3,6.6,9.9,3.9,16.3,backend_infrastructure,9
27090,27090,27090,37.0,17.93,4,21,1,11.4,18.3,14.0,19.7,12.3,13.7,8.4,2.1,backend_focused,1
27091,27091,27091,59.0,14.65,5,17,7,22.2,11.7,6.6,0.0,14.1,1.0,18.6,25.8,full_stack_enterprise,2
27092,27092,27092,54.0,19.37,6,17,3,21.9,19.7,11.0,19.0,0.0,12.2,5.0,11.3,devops_specialists,8
27093,27093,27093,61.0,13.15,3,11,5,14.6,22.2,20.3,7.6,12.2,9.2,10.1,3.7,frontend_specialists,0
27094,27094,27094,58.0,20.82,7,12,3,12.5,29.0,9.1,11.2,0.0,17.5,13.6,7.2,backend_focused,1
27095,27095,27095,40.0,8.3,3,20,2,21.5,25.1,0.0,16.6,12.5,2.7,11.3,10.2,devops_specialists,8
27096,27096,27096,78.0,0.0,7,14,3,19.6,39.8,0.0,18.2,9.5,0.0,8.1,4.7,backend_infrastructure,9
27097,27097,27097,47.0,5.39,6,19,1,14.7,36.4,6.2,1.4,19.2,13.9,0.0,8.2,full_service_partners,3
27099,27099,27099,41.0,12.59,7,11,3,19.4,9.2,9.3,15.7,9.1,14.3,0.0,23.0,full_stack_enterprise,2
27100,27100,27100,38.0,13.82,4,12,5,23.1,22.2,11.9,0.0,17.9,10.2,13.9,0.8,full_service_partners,3
27101,27101,27101,57.0,4.63,4,17,7,19.2,22.8,19.9,11.2,5.1,9.1,3.3,9.6,frontend_specialists,0
27102,27102,27102,38.0,17.42,3,15,3,10.6,10.7,9.8,9.6,13.7,14.2,18.4,13.0,technical_diversified,5
27103,27103,27103,61.0,6.71,5,19,7,23.7,15.0,15.5,8.3,10.9,6.1,5.6,14.8,full_stack_enterprise,2
27104,27104,27104,53.0,18.97,6,17,6,21.3,24.2,11.9,0.0,4.5,13.3,16.7,8.1,maintenance_specialists,4
27105,27105,27105,30.0,3.68,4,9,3,17.8,22.9,1.8,19.2,4.9,15.5,7.0,10.9,backend_focused,1
27106,27106,27106,43.0,8.29,4,13,6,18.6,9.7,8.8,4.1,16.9,16.9,13.0,12.0,security_focused,7
27107,27107,27107,33.0,7.21,5,19,6,22.4,18.8,0.0,11.5,13.5,11.8,9.3,12.6,innovation_focused,6
27108,27108,27108,48.0,19.59,6,19,6,21.5,22.8,7.8,14.5,8.6,5.4,12.3,7.1,maintenance_specialists,4
27109,27109,27109,33.0,11.3,7,21,3,24.0,17.6,9.9,4.8,21.4,1.6,13.7,7.0,full_service_partners,3
27110,27110,27110,46.0,18.4,6,20,3,10.6,19.0,8.8,10.0,12.5,13.1,13.9,12.1,technical_diversified,5
27111,27111,27111,41.0,24.12,7,19,4,11.4,7.9,20.4,12.0,21.8,10.1,4.5,11.9,full_service_partners,3
27112,27112,27112,43.0,29.24,7,8,4,16.0,26.5,21.2,1.5,7.5,10.4,5.9,11.1,frontend_specialists,0
27113,27113,27113,76.0,16.85,5,13,6,24.2,19.6,3.9,9.9,1.9,19.6,8.9,12.1,security_focused,7
27114,27114,27114,40.0,6.18,4,17,5,21.4,19.7,3.9,4.7,10.2,1.7,20.8,17.6,technical_diversified,5
27116,27116,27116,60.0,27.09,2,21,4,16.7,6.5,12.2,30.5,0.0,14.1,0.0,20.1,devops_specialists,8
27117,27117,27117,60.0,14.52,7,18,2,31.3,9.7,15.5,17.4,0.0,6.5,15.8,3.7,devops_specialists,8
27119,27119,27119,34.0,17.67,5,15,3,15.1,20.2,3.1,12.5,13.1,10.7,17.8,7.7,technical_diversified,5
27120,27120,27120,52.0,1.73,3,8,3,18.8,19.5,2.1,20.8,10.0,8.3,11.5,9.2,devops_specialists,8
27121,27121,27121,53.0,9.95,1,9,5,25.3,20.3,8.1,0.0,15.4,12.2,10.0,8.7,full_service_partners,3
27122,27122,27122,45.0,10.96,4,21,4,24.0,9.1,18.7,3.3,16.1,22.9,4.2,1.6,security_focused,7
27123,27123,27123,45.0,12.09,1,14,2,28.6,10.7,10.2,4.8,13.7,16.2,6.8,8.9,security_focused,7
27124,27124,27124,31.0,7.53,1,17,3,14.8,14.6,16.9,23.2,1.3,12.0,8.9,8.3,devops_specialists,8
27126,27126,27126,76.0,25.77,3,10,2,8.9,25.5,9.5,7.1,9.9,15.8,9.1,14.2,backend_focused,1
27127,27127,27127,30.0,1.11,5,17,3,11.3,21.3,3.3,7.4,7.1,19.0,12.9,17.8,backend_focused,1
27128,27128,27128,48.0,9.21,3,16,7,18.1,13.0,7.0,14.3,20.3,6.7,10.3,10.3,full_service_partners,3
27129,27129,27129,43.0,19.97,3,19,3,23.3,20.4,8.7,23.9,0.0,2.7,2.7,18.3,devops_specialists,8
27130,27130,27130,58.0,10.54,7,11,5,24.9,19.3,1.5,7.6,5.3,18.6,12.2,10.8,security_focused,7
27131,27131,27131,47.0,18.2,4,15,1,22.0,18.8,11.4,12.0,9.9,3.9,11.4,10.6,technical_diversified,5
27132,27132,27132,47.0,11.79,2,17,7,24.9,18.7,23.9,0.0,20.3,0.9,5.2,6.2,frontend_specialists,0
27134,27134,27134,32.0,6.7,6,19,5,15.9,22.2,0.0,27.2,10.5,9.6,0.0,14.6,devops_specialists,8
27135,27135,27135,56.0,0.13,6,12,4,0.1,42.0,5.8,17.5,15.3,2.8,10.7,5.9,backend_focused,1
27136,27136,27136,55.0,11.79,6,20,2,19.8,19.2,12.5,16.3,4.1,9.0,0.0,19.1,full_stack_enterprise,2
27137,27137,27137,31.0,0.69,7,16,7,22.9,9.5,8.5,17.1,14.8,7.6,19.6,0.0,devops_specialists,8
27138,27138,27138,21.0,14.47,5,9,6,14.6,20.4,18.9,10.8,11.7,8.5,12.4,2.8,innovation_focused,6
27139,27139,27139,47.0,5.91,6,19,4,26.1,19.5,0.3,15.3,6.5,2.4,13.3,16.6,full_stack_enterprise,2
27141,27141,27141,28.0,26.78,5,16,5,24.0,25.3,2.9,11.9,12.6,11.7,9.0,2.6,innovation_focused,6
27142,27142,27142,71.0,17.19,4,12,4,27.0,9.3,4.7,11.9,17.6,6.0,8.9,14.5,full_service_partners,3
27143,27143,27143,67.0,2.71,6,14,1,17.1,23.1,5.4,4.7,10.0,3.3,28.5,7.8,technical_diversified,5
27144,27144,27144,52.0,14.61,2,14,7,16.1,17.2,6.0,7.9,15.7,17.0,11.0,9.1,maintenance_specialists,4
27145,27145,27145,50.0,13.86,2,9,2,19.4,17.3,13.7,3.9,7.7,14.9,15.7,7.4,technical_diversified,5
27147,27147,27147,34.0,17.78,6,15,4,24.3,19.4,16.6,16.0,0.0,10.7,0.0,13.0,frontend_specialists,0
27148,27148,27148,41.0,22.62,1,16,7,26.9,13.6,4.0,21.0,7.0,8.8,14.8,3.9,devops_specialists,8
27149,27149,27149,34.0,11.62,1,17,3,22.5,19.3,4.7,7.9,21.5,5.1,11.2,7.9,full_service_partners,3
27150,27150,27150,40.0,12.66,6,16,3,21.6,10.7,2.7,7.0,11.6,8.7,17.2,20.5,full_stack_enterprise,2
27151,27151,27151,64.0,10.54,3,16,6,9.6,9.5,20.5,13.6,9.2,14.9,12.0,10.7,maintenance_specialists,4
27152,27152,27152,37.0,18.08,6,14,7,25.4,17.3,26.2,7.3,9.2,0.0,3.7,10.8,frontend_specialists,0
27153,27153,27153,40.0,13.0,5,11,7,14.5,19.9,12.2,14.8,1.1,18.7,16.7,2.1,maintenance_specialists,4
27154,27154,27154,56.0,13.32,5,12,7,17.8,18.8,12.7,1.9,18.4,11.2,10.5,8.8,maintenance_specialists,4
27155,27155,27155,24.0,8.52,5,16,7,15.4,23.8,13.2,0.0,6.9,16.3,17.8,6.6,maintenance_specialists,4
27156,27156,27156,32.0,31.33,3,21,2,11.6,15.6,16.6,8.1,10.8,8.0,11.4,18.1,innovation_focused,6
27157,27157,27157,34.0,12.92,6,16,2,27.0,19.8,0.0,12.9,10.5,8.4,11.8,9.7,backend_infrastructure,9
27158,27158,27158,46.0,20.6,6,21,1,12.7,20.7,24.0,8.1,25.4,6.5,2.5,0.0,frontend_specialists,0
27159,27159,27159,40.0,17.12,7,9,2,32.7,22.2,10.8,17.1,12.6,1.0,3.6,0.0,backend_infrastructure,9
27160,27160,27160,40.0,0.0,2,17,5,24.4,17.0,7.5,12.4,1.4,8.7,23.0,5.6,technical_diversified,5
27161,27161,27161,35.0,12.03,2,12,5,31.1,16.2,4.3,0.0,23.7,0.0,16.4,8.4,full_service_partners,3
27162,27162,27162,29.0,5.78,5,20,7,19.6,15.0,11.4,7.3,2.9,16.4,10.2,17.3,innovation_focused,6
27163,27163,27163,54.0,22.81,6,21,5,9.1,16.4,19.5,18.2,12.7,7.5,5.5,11.2,devops_specialists,8
